player_id,direction,origin_league,destination_league,origin_season,destination_season,origin_team,destination_team,seasons_gap,player_age_at_migration
2361,EL_to_NBA,EuroLeague,NBA,2015/16,2017/18,Bamberger Basketball GmbH,NOP,1,27
2361,EL_to_NBA,EuroLeague,NBA,2016/17,2017/18,Bamberger Basketball GmbH,NOP,0,27
2364,NBA_to_EL,NBA,EuroLeague,2018/19,2020/21,BKN,Anadolu Efes Istanbul,1,21
2364,NBA_to_EL,NBA,EuroLeague,2019/20,2020/21,BKN,Anadolu Efes Istanbul,0,21
2369,NBA_to_EL,NBA,EuroLeague,2013/14,2015/16,TOT,Maccabi Rapyd Tel Aviv,1,28
2369,NBA_to_EL,NBA,EuroLeague,2014/15,2015/16,MIN,Maccabi Rapyd Tel Aviv,0,28
2369,EL_to_NBA,EuroLeague,NBA,2015/16,2016/17,Maccabi Rapyd Tel Aviv,ORL,0,29
2371,EL_to_NBA,EuroLeague,NBA,2015/16,2016/17,Panathinaikos AKTOR Athens,SAC,0,19
2371,NBA_to_EL,NBA,EuroLeague,2016/17,2018/19,SAC,Panathinaikos AKTOR Athens,1,21
2371,NBA_to_EL,NBA,EuroLeague,2017/18,2018/19,TOT,Panathinaikos AKTOR Athens,0,21
2380,EL_to_NBA,EuroLeague,NBA,2015/16,2017/18,Bamberger Basketball GmbH,BOS,1,25
2380,EL_to_NBA,EuroLeague,NBA,2016/17,2017/18,Bamberger Basketball GmbH,BOS,0,25
2380,NBA_to_EL,NBA,EuroLeague,2023/24,2024/25,TOT,AS Monaco,0,32
2380,NBA_to_EL,NBA,EuroLeague,2024/25,2025/26,NOP,AS Monaco,0,33
2386,NBA_to_EL,NBA,EuroLeague,2013/14,2015/16,TOT,Polisportiva Dinamo,1,27
2399,NBA_to_EL,NBA,EuroLeague,2015/16,2016/17,TOR,Fenerbahce Beko Istanbul,0,23
2435,EL_to_NBA,EuroLeague,NBA,2018/19,2020/21,Olympiacos Piraeus,OKC,1,19
2435,EL_to_NBA,EuroLeague,NBA,2019/20,2020/21,Olympiacos Piraeus,OKC,0,19
2435,NBA_to_EL,NBA,EuroLeague,2022/23,2024/25,OKC,Partizan Mozzart Bet Belgrade,1,23
2435,NBA_to_EL,NBA,EuroLeague,2023/24,2024/25,TOT,Partizan Mozzart Bet Belgrade,0,23
2438,EL_to_NBA,EuroLeague,NBA,2018/19,2019/20,KK Buducnost,IND,0,20
2442,NBA_to_EL,NBA,EuroLeague,2016/17,2018/19,UTA,CSKA Moscow,1,24
2442,NBA_to_EL,NBA,EuroLeague,2017/18,2018/19,MIL,CSKA Moscow,0,24
2470,EL_to_NBA,EuroLeague,NBA,2018/19,2019/20,Club Baloncesto Gran Canaria,WAS,0,24
2472,EL_to_NBA,EuroLeague,NBA,2018/19,2020/21,Maccabi Rapyd Tel Aviv,WAS,1,19
2472,EL_to_NBA,EuroLeague,NBA,2019/20,2020/21,Maccabi Rapyd Tel Aviv,WAS,0,19
2511,NBA_to_EL,NBA,EuroLeague,2017/18,2019/20,BOS,LDLC ASVEL Villeurbanne,1,24
2511,NBA_to_EL,NBA,EuroLeague,2018/19,2019/20,BOS,LDLC ASVEL Villeurbanne,0,24
2511,EL_to_NBA,EuroLeague,NBA,2022/23,2024/25,Real Madrid,PHI,1,29
2511,EL_to_NBA,EuroLeague,NBA,2023/24,2024/25,Real Madrid,PHI,0,29
2530,NBA_to_EL,NBA,EuroLeague,2017/18,2019/20,TOT,Olympiacos Piraeus,1,29
2580,EL_to_NBA,EuroLeague,NBA,2019/20,2020/21,LDLC ASVEL Villeurbanne,OKC,0,19
2580,NBA_to_EL,NBA,EuroLeague,2022/23,2024/25,CHA,LDLC ASVEL Villeurbanne,1,23
2580,NBA_to_EL,NBA,EuroLeague,2023/24,2024/25,TOT,LDLC ASVEL Villeurbanne,0,23
2616,EL_to_NBA,EuroLeague,NBA,2020/21,2021/22,CSKA Moscow,PHX,0,27
2616,NBA_to_EL,NBA,EuroLeague,2021/22,2022/23,PHX,Virtus Bologna,0,28
2669,EL_to_NBA,EuroLeague,NBA,2023/24,2025/26,Crvena Zvezda Meridianbet Belgrade,OKC,1,20
2678,EL_to_NBA,EuroLeague,NBA,2022/23,2024/25,LDLC ASVEL Villeurbanne,ATL,1,19
2746,NBA_to_EL,NBA,EuroLeague,2019/20,2021/22,PHI,Fenerbahce Beko Istanbul,1,26
2780,NBA_to_EL,NBA,EuroLeague,2020/21,2022/23,TOT,Zalgiris Kaunas,1,23
2780,NBA_to_EL,NBA,EuroLeague,2021/22,2022/23,ORL,Zalgiris Kaunas,0,23
2797,NBA_to_EL,NBA,EuroLeague,2020/21,2022/23,GSW,Partizan Mozzart Bet Belgrade,1,22
2815,NBA_to_EL,NBA,EuroLeague,2021/22,2022/23,MEM,LDLC ASVEL Villeurbanne,0,23
2842,EL_to_NBA,EuroLeague,NBA,2023/24,2025/26,FC Barcelona,MIA,1,19
2904,NBA_to_EL,NBA,EuroLeague,2022/23,2024/25,UTA,Baskonia Vitoria-Gasteiz,1,24
2904,NBA_to_EL,NBA,EuroLeague,2023/24,2024/25,UTA,Baskonia Vitoria-Gasteiz,0,24
2956,NBA_to_EL,NBA,EuroLeague,2022/23,2024/25,POR,LDLC ASVEL Villeurbanne,1,31
2956,NBA_to_EL,NBA,EuroLeague,2023/24,2024/25,MEM,LDLC ASVEL Villeurbanne,0,31
2983,NBA_to_EL,NBA,EuroLeague,2024/25,2025/26,NYK,Partizan Mozzart Bet Belgrade,0,31
2985,NBA_to_EL,NBA,EuroLeague,2023/24,2025/26,WAS,Baskonia Vitoria-Gasteiz,1,28
2995,NBA_to_EL,NBA,EuroLeague,2023/24,2025/26,TOR,Baskonia Vitoria-Gasteiz,1,28
3019,NBA_to_EL,NBA,EuroLeague,2023/24,2025/26,SAC,Real Madrid,1,30
3019,NBA_to_EL,NBA,EuroLeague,2024/25,2025/26,SAC,Real Madrid,0,30
3035,NBA_to_EL,NBA,EuroLeague,2023/24,2025/26,WAS,Baskonia Vitoria-Gasteiz,1,27
3042,NBA_to_EL,NBA,EuroLeague,2023/24,2025/26,TOT,Baskonia Vitoria-Gasteiz,1,28
3046,NBA_to_EL,NBA,EuroLeague,2024/25,2025/26,DEN,EA7 Emporio Armani Milan,0,28
