spec,threshold,subset,group,metric,n,n_players,mean_delta,sd_delta,median_delta,ci_lo,ci_hi,rank_biserial,wilcoxon_p,mean_pre,mean_post
league_specific,150,all,EL_to_NBA,pps,15,9,-0.12469800777378931,0.13118666508288468,-0.09729729729729719,-0.19503747166703175,-0.06316465219124494,-0.6,0.00115966796875,1.1065086650189608,0.9818106572451716
league_specific,150,all,EL_to_NBA,sxsv,15,9,-0.026980289599216598,0.0628447826372996,-0.022645888284374527,-0.05615402964561433,0.005502149912579193,-0.7333333333333333,0.041259765625,1.0662518674871713,1.0392715778879547
league_specific,150,all,EL_to_NBA,smoe,15,9,-0.035929686827692,0.04495045024922912,-0.02671882193314845,-0.05965294971320443,-0.015120578710497065,-0.6,0.0042724609375,0.015330995163557147,-0.020598691664134854
league_specific,150,all,EL_to_NBA,three_rate,15,9,0.04403678685548117,0.1421754361729271,0.02428355957767722,-0.025390851965105654,0.11507608171237238,0.2,0.22930908203125,0.4601803771062535,0.5042171639617345
league_specific,150,all,EL_to_NBA,mean_dist,15,9,0.31406152620580075,0.8520969117875059,0.16871261852368757,-0.10345937076133409,0.727615888124749,0.2,0.1876220703125,4.6970359035811144,5.011097429786916
league_specific,150,all,EL_to_NBA,pps_over_sxsv,15,9,-0.0977177181745727,0.11006756403338215,-0.07465140901292266,-0.15604514520615506,-0.04650176722412376,-0.6,0.00152587890625,0.040256797531789755,-0.05746092064278296
league_specific,150,all,NBA_to_EL,efg,4,3,0.03371394590179405,0.05296569027166784,0.038227095985716664,-0.009552467320412567,0.07698035912400067,0.5,0.375,0.4809789273023692,0.5146928732041632
league_specific,150,all,NBA_to_EL,pps,4,3,0.0674278918035881,0.10593138054333567,0.07645419197143333,-0.019104934640825133,0.15396071824800134,0.5,0.375,0.9619578546047384,1.0293857464083265
league_specific,150,all,NBA_to_EL,sxsv,4,3,0.02166737072777758,0.06420109530904179,0.024021789426629636,-0.031154939072159382,0.07448968052771454,0.0,0.625,1.0458739682919045,1.0675413390196822
league_specific,150,all,NBA_to_EL,smoe,4,3,0.019074709102553728,0.062023980454434115,0.031913114301923576,-0.04026796232470441,0.06557897533044202,0.5,0.625,-0.03336658141913014,-0.014291872316576408
league_specific,150,all,NBA_to_EL,three_rate,4,3,-0.046045011478599865,0.23636229404453724,0.04139065415147122,-0.2730847471474276,0.10406822130960064,0.0,1.0,0.5095670282913571,0.46352201681275723
league_specific,150,all,NBA_to_EL,mean_dist,4,3,-0.3909209574244966,1.2845761771114852,-0.038809444525111036,-1.6654195157982734,0.5314660880498945,0.0,0.875,5.090951796046516,4.70003083862202
league_specific,150,all,NBA_to_EL,pps_over_sxsv,4,3,0.04576052107581052,0.1319297526510797,0.09205133917623409,-0.08132270181496404,0.1299389288213717,0.5,0.875,-0.08391611368716617,-0.03815559261135565
league_specific,200,all,ALL,efg,12,6,-0.02535182212260033,0.05030297257664541,-0.04088846335837079,-0.05123191014153802,0.002603832039229198,-0.16666666666666666,0.1513671875,0.5211671034722837,0.4958152813496832
league_specific,200,all,ALL,pps,12,6,-0.05070364424520066,0.10060594515329083,-0.08177692671674158,-0.10246382028307605,0.005207664078458396,-0.16666666666666666,0.1513671875,1.0423342069445674,0.9916305626993664
league_specific,200,all,ALL,sxsv,12,6,-0.036398532085960396,0.044581152000860554,-0.02285430352032991,-0.06079801893858272,-0.01349089112630997,-0.8333333333333334,0.01220703125,1.0576045778524266,1.021206045766466
league_specific,200,all,ALL,smoe,12,6,-0.0009006360098661745,0.03228061707596455,-0.009360877553859791,-0.01640742672818402,0.01840047806865966,-0.16666666666666666,0.6220703125,-0.007470727381497709,-0.008371363391363884
league_specific,200,all,ALL,three_rate,12,6,0.08986930316549308,0.1323311692823243,0.1237110816045158,0.016239229274954973,0.1568868003306983,0.5,0.0341796875,0.4467870937547686,0.5366563969202617
league_specific,200,all,ALL,mean_dist,12,6,0.5871042405505019,0.7311112221857173,0.7913602826750417,0.17681116463941196,0.9750436494756518,0.5,0.01611328125,4.6551337509421,5.242237991492602
league_specific,200,all,ALL,pps_over_sxsv,12,6,-0.01430511215924026,0.07560761664855058,-0.03683540331682411,-0.05281264790386662,0.029708010171991185,-0.16666666666666666,0.38037109375,-0.01527037090785944,-0.0295754830670997
league_specific,200,all,EL_to_NBA,efg,10,6,-0.038067605744263724,0.04279593187793563,-0.04838260556016738,-0.06264216580892423,-0.012783249604561094,-0.4,0.02734375,0.5335764473426635,0.49550884159839975
league_specific,200,all,EL_to_NBA,pps,10,6,-0.07613521148852745,0.08559186375587126,-0.09676521112033476,-0.12528433161784847,-0.025566499209122188,-0.4,0.02734375,1.067152894685327,0.9910176831967995
league_specific,200,all,EL_to_NBA,sxsv,10,6,-0.0374472506887206,0.04834147786890346,-0.02285430352032991,-0.06702833730340152,-0.009886728025221543,-0.8,0.037109375,1.065773655622388,1.0283264049336673
league_specific,200,all,EL_to_NBA,smoe,10,6,-0.011404498843918276,0.01910041705202738,-0.0174066907761997,-0.022136211258055795,0.00012673803169341562,-0.4,0.130859375,-0.00030672163514084485,-0.011711220479059122
league_specific,200,all,EL_to_NBA,three_rate,10,6,0.08702951953667157,0.14578344423934503,0.15180420094443667,-0.0021726815060774756,0.1714556246738952,0.4,0.083984375,0.4487353450965549,0.5357648646332265
league_specific,200,all,EL_to_NBA,mean_dist,10,6,0.6259320296456423,0.7844404969342216,0.880984411319413,0.14374031763432837,1.0738992593103664,0.4,0.02734375,4.622243270210225,5.248175299855867
league_specific,200,all,EL_to_NBA,pps_over_sxsv,10,6,-0.03868796079980685,0.05200351620596067,-0.05673501682495713,-0.06806934711710459,-0.006969143624357639,-0.4,0.048828125,0.0013792390629387863,-0.03730872173686807
