player_id,direction,gap,origin_league,origin_year,age,position,height_cm,included_100,fga_min_side,games_played,minutes_per_game,fga_per_game,efg_pct,three_pt_pct,points_per_game,turnovers_per_game,ft_attempts_total,fga_total,prior_fga_per_game,prior_efg_pct,prior_three_pt_pct,prior_minutes_per_game,has_prior_season
11,EL_to_NBA,1,EuroLeague,2014,27,Forward,205.0,False,96,24.0,21.791,7.9,0.5,27.54,10.0,1.2,64.0,189.0,5.3,0.5157,31.43,14.2472,True
11,EL_to_NBA,0,EuroLeague,2015,27,Forward,205.0,True,194,23.0,21.2529,9.1,0.5548,37.66,12.0,1.7,52.0,210.0,7.9,0.5,27.54,21.791,True
11,NBA_to_EL,0,NBA,2016,28,Forward,205.0,True,114,68.0,14.94,5.43,0.5014,32.1,6.25,0.75,68.0,369.0,,,,,False
11,NBA_to_EL,0,NBA,2017,29,Forward,205.0,False,2,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.43,0.5014,32.1,14.94,True
12,EL_to_NBA,1,EuroLeague,2002,22,Guard,191.0,False,0,20.0,24.3,5.9,0.4958,26.92,8.4,1.9,62.0,118.0,8.2,0.5382,33.93,27.3377,True
12,NBA_to_EL,1,NBA,2015,35,Guard,191.0,False,56,8.0,15.0,5.75,0.4783,36.4,5.88,1.38,3.0,46.0,6.39,0.5129,26.8,18.91,True
12,NBA_to_EL,0,NBA,2016,35,Guard,191.0,False,56,39.0,14.36,5.05,0.4949,34.4,5.82,0.92,34.0,197.0,5.75,0.4783,36.4,15.0,True
19,EL_to_NBA,1,EuroLeague,2012,25,Forward,196.0,False,30,22.0,16.3439,4.2,0.4194,12.9,4.5,0.7,27.0,93.0,,,,,False
19,EL_to_NBA,0,EuroLeague,2013,25,Forward,196.0,False,30,22.0,22.878,9.1,0.4826,35.44,10.9,1.2,64.0,201.0,4.2,0.4194,12.9,16.3439,True
19,NBA_to_EL,0,NBA,2014,26,Forward,196.0,False,30,6.0,2.17,1.33,0.25,0.0,1.0,0.0,3.0,8.0,,,,,False
23,NBA_to_EL,1,NBA,2015,31,Center,203.0,False,34,33.0,8.39,1.88,0.5403,34.0,2.27,0.39,8.0,62.0,3.87,0.5837,40.6,15.4,True
23,NBA_to_EL,0,NBA,2016,31,Center,203.0,False,34,45.0,6.98,1.96,0.4659,31.3,1.82,0.2,0.0,88.0,1.88,0.5403,34.0,8.39,True
59,NBA_to_EL,1,NBA,2011,24,Guard,191.0,False,51,51.0,17.51,5.71,0.4519,15.0,5.82,1.18,39.0,291.0,,,,,False
59,NBA_to_EL,0,NBA,2012,24,Guard,191.0,False,51,47.0,6.19,1.77,0.4277,50.0,1.72,0.4,18.0,83.0,5.71,0.4519,15.0,17.51,True
64,EL_to_NBA,1,EuroLeague,2013,26,Center,218.0,False,25,24.0,21.0569,8.4,0.5572,,12.0,1.6,73.0,201.0,3.3,0.6131,33.33,14.204,True
64,EL_to_NBA,0,EuroLeague,2014,26,Center,218.0,False,25,25.0,13.0947,3.6,0.5899,50.0,5.3,0.8,33.0,89.0,8.4,0.5572,,21.0569,True
64,NBA_to_EL,0,NBA,2015,27,Center,218.0,False,25,12.0,6.83,2.08,0.44,0.0,2.0,0.67,2.0,25.0,,,,,False
75,EL_to_NBA,1,EuroLeague,2011,31,Center,211.0,False,95,22.0,18.7167,6.4,0.4107,25.0,7.2,1.0,57.0,140.0,,,,,False
75,EL_to_NBA,0,EuroLeague,2012,31,Center,211.0,True,136,31.0,18.1457,5.8,0.4365,26.09,6.0,0.9,44.0,181.0,6.4,0.4107,25.0,18.7167,True
75,NBA_to_EL,1,NBA,2013,33,Center,211.0,True,128,50.0,18.5,5.88,0.5136,32.7,7.04,1.1,66.0,294.0,,,,,False
75,NBA_to_EL,0,NBA,2014,33,Center,211.0,True,128,63.0,16.46,4.7,0.4527,30.1,5.65,0.78,123.0,296.0,5.88,0.5136,32.7,18.5,True
85,EL_to_NBA,1,EuroLeague,2017,24,Guard,196.0,True,157,36.0,16.5718,4.5,0.6615,44.58,6.7,1.1,32.0,161.0,6.0,0.4713,30.43,18.7966,True
85,EL_to_NBA,0,EuroLeague,2018,24,Guard,196.0,True,157,36.0,22.1106,5.7,0.6748,47.71,9.4,1.2,70.0,206.0,4.5,0.6615,44.58,16.5718,True
85,NBA_to_EL,0,NBA,2019,25,Guard,196.0,True,157,44.0,11.0,3.57,0.4745,30.1,3.93,0.82,26.0,157.0,,,,,False
92,EL_to_NBA,1,EuroLeague,2013,32,Guard,190.0,True,138,29.0,21.4988,6.5,0.5588,33.78,8.2,1.7,37.0,187.0,6.9,0.4977,34.65,20.4995,True
92,EL_to_NBA,0,EuroLeague,2014,32,Guard,190.0,True,168,28.0,22.0685,7.1,0.4701,36.49,7.6,2.0,30.0,201.0,6.5,0.5588,33.78,21.4988,True
92,NBA_to_EL,1,NBA,2015,34,Guard,190.0,True,140,53.0,16.4,4.34,0.4565,26.2,4.47,1.51,29.0,230.0,,,,,False
92,NBA_to_EL,0,NBA,2016,34,Guard,190.0,False,68,23.0,10.3,2.96,0.3971,21.1,2.74,0.83,17.0,68.0,4.34,0.4565,26.2,16.4,True
101,NBA_to_EL,1,NBA,2015,26,Forward,198.0,False,17,7.0,11.71,3.71,0.4808,27.3,5.29,0.86,15.0,26.0,,,,,False
101,NBA_to_EL,0,NBA,2016,26,Forward,198.0,False,17,37.0,10.38,4.05,0.4467,35.3,4.35,0.38,34.0,150.0,3.71,0.4808,27.3,11.71,True
101,EL_to_NBA,0,EuroLeague,2017,27,Forward,198.0,False,17,3.0,,,0.2647,16.67,,,7.0,17.0,,,,,False
102,EL_to_NBA,1,EuroLeague,2017,28,Forward,205.0,True,219,36.0,26.4625,6.1,0.5799,43.04,8.9,1.1,82.0,219.0,8.5,0.5725,43.37,29.2239,True
102,EL_to_NBA,0,EuroLeague,2018,28,Forward,205.0,True,214,36.0,25.9537,6.0,0.521,38.54,7.3,1.0,49.0,214.0,6.1,0.5799,43.04,26.4625,True
102,NBA_to_EL,1,NBA,2019,30,Forward,205.0,True,197,60.0,17.37,5.38,0.5279,33.5,6.58,0.77,73.0,323.0,,,,,False
102,NBA_to_EL,0,NBA,2020,30,Forward,205.0,True,141,22.0,10.95,2.68,0.3136,18.9,1.95,0.32,7.0,59.0,5.38,0.5279,33.5,17.37,True
126,EL_to_NBA,1,EuroLeague,2018,29,Guard,181.0,True,231,34.0,23.6127,6.8,0.4784,37.39,8.7,2.1,84.0,231.0,6.7,0.4975,37.61,23.1144,True
126,EL_to_NBA,0,EuroLeague,2019,29,Guard,181.0,True,201,28.0,23.8952,7.1,0.49,30.97,9.9,2.6,92.0,201.0,6.8,0.4784,37.39,23.6127,True
126,EL_to_NBA,0,EuroLeague,2020,30,Guard,181.0,False,79,10.0,,,0.4684,27.45,,,23.0,79.0,7.1,0.49,30.97,23.8952,True
126,NBA_to_EL,0,NBA,2021,31,Guard,181.0,False,94,65.0,18.22,4.55,0.4595,30.1,5.11,1.03,78.0,296.0,4.85,0.5016,35.2,21.92,True
126,NBA_to_EL,0,NBA,2022,32,Guard,181.0,False,13,8.0,6.5,1.62,0.3462,27.3,1.25,0.38,2.0,13.0,4.55,0.4595,30.1,18.22,True
132,EL_to_NBA,1,EuroLeague,2016,19,Guard,199.0,True,191,35.0,19.8924,5.6,0.5332,37.14,7.8,1.8,77.0,196.0,,0.5,31.25,,True
132,EL_to_NBA,0,EuroLeague,2017,19,Guard,199.0,True,346,33.0,25.947,10.4,0.5332,32.95,16.0,2.3,196.0,346.0,5.6,0.5332,37.14,19.8924,True
134,NBA_to_EL,1,NBA,2013,25,Center,213.0,False,13,21.0,4.38,0.62,0.3846,0.0,0.71,0.48,11.0,13.0,,,,,False
134,NBA_to_EL,0,NBA,2014,25,Center,213.0,False,12,16.0,4.5,0.75,0.6667,0.0,1.25,0.31,4.0,12.0,0.62,0.3846,0.0,4.38,True
138,EL_to_NBA,0,EuroLeague,2012,22,Guard,192.0,False,39,10.0,,,0.4286,34.29,,,20.0,98.0,,,,,False
138,NBA_to_EL,0,NBA,2013,23,Guard,192.0,False,24,24.0,5.92,1.62,0.2436,16.7,1.08,0.54,8.0,39.0,,,,,False
159,EL_to_NBA,1,EuroLeague,2021,29,Guard,196.0,True,370,34.0,30.2054,13.2,0.5457,33.93,18.2,2.9,151.0,449.0,11.4,0.5713,38.86,29.9921,True
159,EL_to_NBA,0,EuroLeague,2022,29,Guard,196.0,True,370,31.0,31.2866,12.0,0.5365,35.71,16.0,2.7,115.0,370.0,13.2,0.5457,33.93,30.2054,True
159,NBA_to_EL,1,NBA,2023,31,Guard,196.0,True,370,30.0,12.03,3.03,0.467,24.4,3.3,0.97,19.0,91.0,,,,,False
159,NBA_to_EL,0,NBA,2024,31,Guard,196.0,True,273,36.0,21.22,7.58,0.4304,36.0,7.47,2.06,41.0,273.0,3.03,0.467,24.4,12.03,True
190,EL_to_NBA,1,EuroLeague,2016,20,Forward,206.0,False,2,1.0,,,0.5,,,,0.0,2.0,,,,,False
190,EL_to_NBA,0,EuroLeague,2017,20,Forward,206.0,False,2,4.0,,,,,,,0.0,2.0,,0.5,,,True
203,EL_to_NBA,1,EuroLeague,2009,21,Center,213.0,False,41,22.0,24.7515,5.5,0.6,40.0,8.4,1.4,64.0,120.0,3.5,0.5259,5.56,19.9284,True
203,EL_to_NBA,0,EuroLeague,2010,21,Center,213.0,False,44,15.0,27.0289,7.4,0.5818,35.71,10.1,1.6,54.0,110.0,5.5,0.6,40.0,24.7515,True
203,NBA_to_EL,1,NBA,2012,24,Center,213.0,False,51,51.0,11.78,2.24,0.5,0.0,2.47,0.53,39.0,114.0,3.82,0.5367,0.0,18.91,True
203,NBA_to_EL,0,NBA,2013,24,Center,213.0,False,51,33.0,14.24,2.79,0.5217,0.0,3.15,0.67,30.0,92.0,2.24,0.5,0.0,11.78,True
209,EL_to_NBA,1,EuroLeague,2016,29,Guard,192.0,False,47,32.0,16.0688,4.3,0.5846,50.0,6.4,0.8,55.0,136.0,,,,,False
209,EL_to_NBA,0,EuroLeague,2017,29,Guard,192.0,False,47,28.0,18.3899,5.5,0.5609,40.91,7.1,0.5,28.0,156.0,4.3,0.5846,50.0,16.0688,True
209,NBA_to_EL,0,NBA,2018,30,Guard,192.0,False,47,12.0,13.92,3.92,0.3617,29.4,2.83,0.17,0.0,47.0,,,,,False
212,EL_to_NBA,1,EuroLeague,2020,27,Guard,203.0,True,248,29.0,23.4236,8.6,0.5565,38.83,10.6,1.6,35.0,248.0,,,,,False
212,EL_to_NBA,0,EuroLeague,2021,27,Guard,203.0,True,283,31.0,26.4581,9.1,0.5177,40.16,11.0,1.7,56.0,283.0,8.6,0.5565,38.83,23.4236,True
217,EL_to_NBA,0,EuroLeague,2011,21,Center,206.0,False,22,9.0,,,0.4839,28.57,,,22.0,62.0,,,,,False
217,NBA_to_EL,1,NBA,2012,23,Center,206.0,False,22,19.0,4.89,1.21,0.4565,50.0,1.58,0.58,16.0,23.0,,,,,False
217,NBA_to_EL,0,NBA,2013,23,Center,206.0,False,28,17.0,8.12,1.41,0.4583,0.0,1.47,0.65,8.0,24.0,1.21,0.4565,50.0,4.89,True
222,NBA_to_EL,0,NBA,2023,25,Guard,196.0,False,23,23.0,11.65,3.65,0.4524,27.3,3.48,0.43,5.0,84.0,,,,,False
257,NBA_to_EL,1,NBA,1998,31,Forward,206.0,False,0,5.0,8.8,2.6,0.3077,0.0,1.8,1.4,2.0,13.0,,,,,False
257,NBA_to_EL,0,NBA,1999,31,Forward,206.0,False,0,49.0,7.69,1.96,0.3021,0.0,1.65,0.49,32.0,96.0,2.6,0.3077,0.0,8.8,True
260,NBA_to_EL,1,NBA,1998,25,Center,216.0,False,0,16.0,2.62,1.5,0.375,0.0,1.5,0.56,12.0,24.0,,,,,False
260,EL_to_NBA,0,EuroLeague,2000,26,Center,216.0,False,0,4.0,,,0.3415,,,,8.0,41.0,,,,,False
264,NBA_to_EL,1,NBA,1998,34,Guard,190.0,False,0,29.0,28.1,5.86,0.4794,36.2,6.9,2.17,47.0,170.0,,,,,False
264,NBA_to_EL,0,NBA,1999,34,Guard,190.0,False,0,23.0,10.78,2.7,0.4597,37.9,2.87,0.61,13.0,62.0,5.86,0.4794,36.2,28.1,True
277,EL_to_NBA,1,EuroLeague,2000,24,Guard,191.0,False,0,11.0,29.8121,10.9,0.4583,22.22,12.9,1.5,49.0,120.0,,,,,False
277,EL_to_NBA,0,EuroLeague,2001,24,Guard,191.0,False,0,14.0,30.8095,12.8,0.5335,34.55,17.7,3.0,87.0,179.0,10.9,0.4583,22.22,29.8121,True
301,EL_to_NBA,0,EuroLeague,2000,32,Center,208.0,False,0,22.0,30.0015,9.9,0.5599,25.0,13.5,2.1,73.0,217.0,,,,,False
301,NBA_to_EL,0,NBA,2001,33,Center,208.0,False,0,15.0,6.47,3.4,0.3529,0.0,2.67,0.33,8.0,51.0,,,,,False
303,EL_to_NBA,1,EuroLeague,2007,29,Center,212.0,True,234,25.0,24.4787,9.5,0.5649,54.17,12.8,1.2,59.0,239.0,7.5,0.5106,48.65,22.39,True
303,EL_to_NBA,0,EuroLeague,2008,29,Center,212.0,True,113,23.0,21.0442,8.7,0.5603,40.38,11.1,1.4,40.0,199.0,9.5,0.5649,54.17,24.4787,True
303,NBA_to_EL,1,NBA,2009,31,Center,212.0,True,144,63.0,14.14,5.4,0.4721,34.6,5.83,0.59,67.0,340.0,,,,,False
303,NBA_to_EL,0,NBA,2010,31,Center,212.0,True,121,11.0,13.64,4.27,0.5213,30.0,5.09,0.73,7.0,47.0,5.4,0.4721,34.6,14.14,True
319,EL_to_NBA,1,EuroLeague,2000,25,Forward,204.0,False,0,10.0,28.5983,13.2,0.5114,30.0,16.1,2.7,34.0,132.0,,,,,False
319,NBA_to_EL,0,NBA,2002,26,Forward,204.0,False,0,75.0,16.64,6.23,0.4411,22.2,6.41,0.92,88.0,467.0,,,,,False
330,EL_to_NBA,0,EuroLeague,2000,22,Center,216.0,False,0,14.0,21.1762,5.0,0.7143,,8.9,1.1,48.0,70.0,,,,,False
330,NBA_to_EL,1,NBA,2006,29,Center,216.0,False,0,58.0,14.45,4.72,0.4471,33.3,4.97,0.66,68.0,274.0,10.01,0.5171,0.0,27.41,True
330,NBA_to_EL,0,NBA,2007,29,Center,216.0,False,25,20.0,13.35,2.15,0.3953,0.0,1.85,0.75,5.0,43.0,4.72,0.4471,33.3,14.45,True
330,EL_to_NBA,0,EuroLeague,2008,30,Center,216.0,False,25,14.0,18.944,7.5,0.5476,25.0,9.4,1.1,26.0,105.0,,,,,False
334,NBA_to_EL,0,NBA,1999,26,Guard,191.0,False,0,6.0,7.5,2.33,0.2857,0.0,1.67,0.5,2.0,14.0,,,,,False
343,NBA_to_EL,1,NBA,1998,32,Center,211.0,False,0,7.0,5.0,1.86,0.2308,0.0,1.14,0.43,2.0,13.0,3.44,0.4516,0.0,11.61,True
343,NBA_to_EL,0,NBA,1999,32,Center,211.0,False,0,3.0,3.0,0.67,0.5,0.0,0.67,0.0,0.0,2.0,1.86,0.2308,0.0,5.0,True
372,EL_to_NBA,1,EuroLeague,2004,29,Forward,205.0,False,0,13.0,32.9231,10.6,0.471,34.78,14.0,1.8,65.0,138.0,10.1,0.5884,40.98,28.3194,True
372,EL_to_NBA,0,EuroLeague,2005,29,Forward,205.0,False,0,18.0,35.1667,11.5,0.5169,39.64,14.9,2.1,70.0,207.0,10.6,0.471,34.78,32.9231,True
372,NBA_to_EL,1,NBA,2007,32,Forward,205.0,False,25,7.0,10.57,3.57,0.44,37.5,3.14,0.14,0.0,25.0,7.9,0.482,34.2,28.49,True
380,EL_to_NBA,1,EuroLeague,2000,25,Forward,201.0,False,0,6.0,,,0.2609,12.9,,,33.0,69.0,,,,,False
380,EL_to_NBA,0,EuroLeague,2001,25,Forward,201.0,False,0,18.0,34.2972,15.7,0.5833,37.35,22.9,2.3,104.0,282.0,,0.2609,12.9,,True
380,NBA_to_EL,1,NBA,2006,31,Forward,201.0,False,0,61.0,19.48,6.25,0.5302,42.6,7.79,1.05,87.0,381.0,10.35,0.4569,30.5,25.84,True
380,NBA_to_EL,0,NBA,2007,31,Forward,201.0,False,36,22.0,12.68,4.64,0.4608,35.3,4.32,0.95,1.0,102.0,6.25,0.5302,42.6,19.48,True
396,EL_to_NBA,1,EuroLeague,2000,24,Guard,201.0,False,0,22.0,28.6939,8.2,0.4861,30.91,10.4,2.6,76.0,180.0,,,,,False
396,EL_to_NBA,0,EuroLeague,2001,24,Guard,201.0,False,0,21.0,28.2008,10.5,0.525,26.76,13.2,2.0,79.0,220.0,8.2,0.4861,30.91,28.6939,True
396,NBA_to_EL,1,NBA,2007,31,Guard,201.0,False,52,75.0,29.19,7.04,0.4735,36.2,8.28,1.71,163.0,528.0,4.64,0.4677,37.6,22.21,True
396,NBA_to_EL,0,NBA,2008,31,Guard,201.0,False,52,53.0,11.42,2.74,0.369,39.3,2.57,0.92,41.0,145.0,7.04,0.4735,36.2,29.19,True
